"PointID","x","y","Pressure","Velocity_x","Velocity_y","Turb_Kin_Energy","Omega","LM_gamma","LM_Re_t"
108, 3.404926221000000e-01, 1.065897041000000e-01, 6.256090559974555e-01, -7.401222919920814e-307, -5.175438956293286e-308, 1.000000000000000e-10, 1.000000000000000e-04, 1.042395566904480e+00, 1.080882997442618e+03
109, 3.322007333000000e-01, 1.065137863000000e-01, 6.962197637419958e-01, 1.131010074061993e-301, 7.908792453076389e-303, 1.000000000000000e-10, 1.000000000000000e-04, 1.074215239173704e+00, 1.096423716562128e+03
110, 3.239605305000000e-01, 1.063476707000000e-01, 7.291352052785661e-01, 1.129025270210471e-299, 7.894913353250710e-301, 1.000000000000000e-10, 1.000000000000000e-04, 1.074171674245065e+00, 1.096645038717520e+03
111, 3.157745518000000e-01, 1.060919153000000e-01, 7.451975690773418e-01, -3.250731023668263e-299, -2.273132448293267e-300, 1.000000000000000e-10, 1.000000000000000e-04, 1.051061765448327e+00, 1.097720819864047e+03
112, 3.076453187000000e-01, 1.057473059000000e-01, 8.187412570186643e-01, 1.335636285540628e-294, 9.339678237525309e-296, 1.000000000000000e-10, 1.000000000000000e-04, 1.087812973577437e+00, 1.111195922895048e+03
113, 2.995753352000000e-01, 1.053148506000000e-01, 8.516059051735079e-01, 6.665485657169466e-293, 4.660961371650991e-294, 1.000000000000000e-10, 1.000000000000000e-04, 1.087765238154994e+00, 1.111688783697936e+03
114, 2.915670870000000e-01, 1.047957743000000e-01, 8.646564045919003e-01, -9.587196062892012e-293, -6.704020203467082e-294, 1.000000000000000e-10, 1.000000000000000e-04, 1.059709699336170e+00, 1.113062006737623e+03
115, 2.836230408000000e-01, 1.041915111000000e-01, 9.410731563974400e-01, 1.513044813691961e-288, 1.058023944978360e-289, 1.000000000000000e-10, 1.000000000000000e-04, 1.101441290612185e+00, 1.127534335561369e+03
116, 2.757456436000000e-01, 1.035036969000000e-01, 9.738615990798232e-01, 4.504094043856885e-287, 3.149569203576270e-288, 1.000000000000000e-10, 1.000000000000000e-04, 1.101391187260877e+00, 1.128815785409790e+03
117, 2.679373219000000e-01, 1.027341604000000e-01, 9.838813485991805e-01, -3.828443174347632e-287, -2.677108115895774e-288, 1.000000000000000e-10, 1.000000000000000e-04, 1.068329502735267e+00, 1.129141494252352e+03
118, 2.602004806000000e-01, 1.018849133000000e-01, 1.063095007334442e+00, 2.910852261687544e-283, 2.035466078261736e-284, 1.000000000000000e-10, 1.000000000000000e-04, 1.115087111064706e+00, 1.146027749178775e+03
119, 2.525375031000000e-01, 1.009581399000000e-01, 1.095778379543968e+00, 5.803074108968595e-282, 4.057904502372998e-283, 1.000000000000000e-10, 1.000000000000000e-04, 1.115036661060829e+00, 1.147654106603271e+03
120, 2.449507495000000e-01, 9.995618589999999e-02, 1.102760164402155e+00, -3.263577781001487e-282, -2.282115775654670e-283, 1.000000000000000e-10, 1.000000000000000e-04, 1.076909459082105e+00, 1.147501467243086e+03
121, 2.374425569000000e-01, 9.888154700000000e-02, 1.184681312006735e+00, 1.392379582556531e-278, 9.736466002279985e-280, 1.000000000000000e-10, 1.000000000000000e-04, 1.128736119544296e+00, 1.161151228348663e+03
